question,answer
How does Choreo use Connections to integrate services?,"Choreo utilizes Connections to facilitate the integration of services, enabling developers to create comprehensive and interconnected applications. Here’s a detailed explanation of how Connections work within Choreo:

### Overview of Connections
Connections in Choreo allow services to be integrated either within the Choreo environment or with external resources. When you create a Connection to a service, Choreo provides a **Connection ID** along with various connection parameters. These parameters can be mapped to environment variable names in your Choreo components, allowing you to manage and retrieve values programmatically within your service implementation.

### Creating a Connection
1. **Set Visibility Level**: You can create Connections with different visibility levels - Project or Component. This determines who can access the Connection.
2. **Access the Connections Menu**: Navigate to the **Dependencies** section and then click on **Connections** to manage your Connections.
3. **Create a New Connection**: By clicking **+Create**, you can browse and select the service or database you wish to connect to.
4. **Provide Details**: Enter a name, description, and select the appropriate access mode and authentication scheme for the Connection.
5. **Completion**: Once created, the Connection details will be displayed, including an inline guide on how to use the Connection in your components.

### Using Connections in Your Services
- After creating a Connection, you need to integrate it into your service.
- You can add the Connection configuration in your `component.yaml` file, which defines dependencies on other services. This allows your service to automatically handle the connection when deployed.
- At runtime, Choreo dynamically injects values for the environment variables based on the defined Connection parameters. This approach ensures that your service can easily connect to other services without hardcoding sensitive information.

### Accessing Configuration Values
Within your application, you can access the configuration values using the environment variables. For example, in a NodeJS application, you can retrieve the service URL as follows:
```javascript
const serviceURL = process.env.CHOREO_<CONNECTION_NAME>_SERVICEURL;
```

### Security and Flexibility
Choreo’s design allows for a loosely coupled architecture where connection parameters can be managed separately from the service logic. This not only enhances security by keeping sensitive information out of the code but also allows for easier maintenance and updates.

### Summary
Connections are a fundamental feature in Choreo that promote integration and reuse of services, streamlining the development of interconnected applications. By establishing Connections, developers can leverage existing services efficiently while maintaining security and flexibility in their applications.

For more detailed information, you can refer to the documentation on [Connections](https://wso2.com/choreo/docs/choreo-concepts/connections/) and [Using a Connection in Your Service](https://wso2.com/choreo/docs/develop-components/sharing-and-reusing/use-a-connection-in-your-service/)."
What is the difference between Project-level and Component-level Connections?,"In Choreo, there are two types of connections you can create: **Project-level Connections** and **Component-level Connections**. Here’s a detailed explanation of the differences between the two:

### Project-level Connections
- **Scope**: Project Connections are connections that you create to connect to services within a specific project. 
- **Usage**: These connections can be used by any component within that project. This allows for sharing and reusing the same connection across multiple components.
- **Example**: If you want to connect to a third-party service (like Twilio) that multiple components within your project need to access, you would create a Project Connection for that service.

### Component-level Connections
- **Scope**: Component Connections are defined at the individual component level and are **only used by that specific component**.
- **Usage**: These connections are suitable when you need a connection that is unique to a particular component and should not be shared with others.
- **Example**: If a specific component needs to connect to a legacy service, you would create a Component Connection for that service.

### Summary of Key Differences
- **Visibility**: 
  - Project Connections are visible to all components in the project.
  - Component Connections are restricted to the component that created them.
  
- **Reuse**: 
  - Project Connections allow for reuse across multiple components.
  - Component Connections are used exclusively by a single component.

For more detailed information, you can refer to the documentation on [Project Connections](https://wso2.com/choreo/docs/choreo-concepts/connections/#project-connections) and [Component Connections](https://wso2.com/choreo/docs/choreo-concepts/connections/#component-connections)."
What is the difference between a cloud data plane and a private data plane?,"In the context of Choreo, the key differences between a cloud data plane and a private data plane are as follows:

### Cloud Data Plane:
- **Infrastructure Model**: Utilizes a multi-tenanted infrastructure, meaning multiple organizations can share the same environment while ensuring security and isolation of their applications.
- **Deployment**: The cloud data plane is hosted on public cloud infrastructure owned by WSO2, providing a shared yet secure environment for application runtime.
- **Management**: WSO2 manages the infrastructure, ensuring updates, security patches, and maintenance are handled by them.

### Private Data Plane (PDP):
- **Infrastructure Model**: Provides dedicated infrastructure specifically for a single organization. This allows for greater privacy, control, and compliance with specific organizational requirements.
- **Deployment**: Can be deployed on major cloud providers like AWS, Azure, and GCP, or even on-premises infrastructure. This flexibility allows organizations to maintain their data within controlled environments.
- **Management**: Organizations have the option to manage their own infrastructure (self-managed) or choose from various management models where WSO2 can be fully or partially responsible for management and updates.

### Summary of Key Points:
- **Cloud Data Plane**: Multi-tenant, managed by WSO2, hosted on WSO2’s public cloud infrastructure.
- **Private Data Plane**: Single-tenant, dedicated infrastructure for one organization, can be deployed on various cloud providers or on-premises, offers more control and privacy.

Both types of data planes ensure that all traffic related to user applications is contained within Choreo's boundaries, enhancing security and compliance.

For more detailed information, you can refer to the documentation on [Data Planes](https://wso2.com/choreo/docs/choreo-concepts/data-planes/)."
What components are required for a private data plane?,"To set up a private data plane (PDP) in Choreo, several components and requirements must be addressed. Here’s a comprehensive overview of what is necessary:

### Infrastructure Requirements
1. **Kubernetes Clusters**: You need upstream-compatible Kubernetes clusters to host the private data plane.
2. **Container Registry**: A container registry is required to manage your container images.
3. **Key Vault (Secret Store)**: For managing and storing sensitive information securely.
4. **Logging Service or Log Storage**: This is essential for monitoring and observability.

### System Components
During the Helm installation on your Kubernetes infrastructure, the following software components are installed:
- **Cilium CNI and Service Mesh**: For network management and service communication.
- **Choreo API Gateways and Related Components**: To manage API traffic.
- **Choreo PDP Agent**: For facilitating communication and management tasks.
- **Observability and Logging APIs**: Along with observability agents for monitoring.
- **Flux Controller**: For managing updates and deployments.

These components will automatically receive updates, including security patches and bug fixes, through the Flux controller that connects to the Choreo Update Management System.

### Connectivity Requirements
The private data plane must maintain outbound communication with the Choreo control plane for managing various activities. There is no need to open specific ports from the private data plane's perspective, but if your network restricts all outbound traffic, you must allow outbound traffic to the public IP range of the Choreo control plane.

### Summary
1. **Infrastructure**: Kubernetes clusters, a container registry, a key vault, and a logging service.
2. **Components**: Helm installation will set up Cilium CNI, API gateways, PDP agents, observability APIs, and Flux controller.
3. **Connectivity**: Ensure outbound communication to the Choreo control plane.

For a detailed understanding of the private data plane setup and components, please refer to the [Private Data Planes documentation](https://wso2.com/choreo/docs/choreo-concepts/data-planes/#private-data-planes)."
How does a private data plane communicate with the control plane?,"In Choreo, the communication mechanism between a private data plane (PDP) and the control plane is designed to manage various activities effectively. Here are the key points regarding this communication:

1. **Outbound Communication**: All communications from the private data plane to the control plane are outbound. This means that there is no requirement to open specific `IP:Port` configurations from the private data plane's perspective for these interactions.

2. **Network Considerations**: If an organization has network restrictions that block all outbound traffic, it is essential to allow outbound traffic to the public IP range of the Choreo control plane to ensure proper functionality.

3. **Security Protocols**: All communication between the private data plane and the control plane is secured using TLS (Transport Layer Security), ensuring that data transmitted is encrypted and secure.

4. **Connectivity Details**: The table below summarizes the components involved in the communication, their endpoints, directions, and protocols used:

   | Data Plane Component   | Endpoint                               | Direction             | Protocol   |
   |------------------------|----------------------------------------|-----------------------|------------|
   | Choreo PDP agent       | Choreo control plane (CP) (mizzen server) | Outbound              | WSS        |
   | Choreo PDP agent       | Kubernetes API server                  | Outbound (cluster internal) | HTTPS, WS |
   | APIM/local adaptor     | Global adaptor                         | Outbound              | HTTPS      |
   | APIM/local adaptor     | Azure Service Bus (CP)                | Outbound              | AMQP       |
   | APIM/Enforcer          | Event hub (CP)                        | Outbound              | AMQP       |
   | Choreo secret resolver  | Cloud secret store                    | Outbound (VPC internal) | HTTPS      |
   | Container registry      | Container registry (public)           | Inbound               | HTTPS      |
   | Flux source controller  | GitHub                                 | Outbound              | HTTPS      |
   | Flux Helm controller    | Choreo container registry              | Outbound              | HTTPS      |

This structured communication mechanism ensures that the private data plane can efficiently interact with the control plane while adhering to security and connectivity requirements.

For more details, you can refer to the documentation [here](https://wso2.com/choreo/docs/choreo-concepts/data-planes/#private-data-planes)."
What is the purpose of Deployment Tracks in Choreo?,"**Purpose of Deployment Tracks in Choreo**

Deployment Tracks in Choreo serve as structured pathways designed to enhance the deployment process of software components. They address two significant challenges:

1. **Streamlined Deployment**: Deployment Tracks simplify the deployment workflow, functioning similarly to well-organized CI/CD pipelines. They ensure that software components are deployed in a reliable and organized manner, thus reducing the chances of errors that can occur during the deployment process.

2. **Efficient API Versioning**: Especially beneficial for managed APIs, Deployment Tracks provide a straightforward mechanism for creating and managing API versions. This allows seamless interaction between different versions, which is advantageous for both API developers and consumers.

**How Deployment Tracks are Used**

- **CI/CD Integration**: A deployment track can be linked to a specific branch within a GitHub repository. This connection facilitates the handling of deployments to various environments. For instance, when a pull request (PR) is merged, it can trigger an automatic deployment to the development environment.

- **CD-Only Strategy**: If you prefer using your own Continuous Integration (CI) systems, Deployment Tracks can be utilized solely as Continuous Deployment (CD) pipelines. In this case, they can be linked to a container registry repository, enabling users to deploy images directly from there.

- **Version Control and Management**: Choreo allows you to create and manage dedicated Deployment Tracks for components, which facilitates independent version control. You can unlink a deployment track from its associated branch or relink it to different branches, aligning with various Git workflows such as GitFlow.

For detailed information on Deployment Tracks, you can refer to the following documentation:
- [The significance of Deployment Tracks](https://wso2.com/choreo/docs/choreo-concepts/deployment-tracks/#the-significance-of-deployment-tracks)
- [Streamlined deployments](https://wso2.com/choreo/docs/choreo-concepts/deployment-tracks/#streamlined-deployments)
- [Manage Deployment Tracks for Choreo Components](https://wso2.com/choreo/docs/develop-components/manage-deployment-tracks-for-choreo-components/)"
How does Choreo's API versioning mechanism work?,"Choreo implements API versioning primarily through a semantic versioning mechanism tailored specifically for service components. Here's how it works:

### Semantic Versioning in Choreo
- **Version Format**: Choreo uses the major and minor version numbers prefixed with `v`, such as `v1.2`.
- **Version Incrementing**:
  - **Major Version**: Incremented when incompatible API changes are made.
  - **Minor Version**: Incremented when new functionality is added in a backward-compatible way.

### Deployment Tracks
When deploying service components, developers specify the major and minor versions as part of the deployment track. These versions serve as the API version attribute for that deployment track. If internal version tracking is needed, developers can use Git tags or GitHub releases.

### Service Versioning in Choreo Marketplace
In the Choreo Marketplace, services are displayed using their major version format. For instance, if there are versions `v1.0`, `v1.1`, `v1.2`, and `v2.0`, the marketplace shows `v1` and `v2`, which correspond to the latest versions `v1.2` and `v2.0`, respectively. When a new minor version is deployed, the service in the marketplace is automatically updated to reflect this change.

### Intelligent Routing
When a service is consumed from the Choreo Marketplace, the traffic is automatically routed to the latest minor version within the same major version. This means that if a component is set to connect to a service version `v1`, it will automatically use the latest version available, thus reducing the need for manual updates.

### API Lifecycle Management
Choreo also incorporates a structured API lifecycle management system, which includes states like:
- **CREATED**: The API is not ready for consumption.
- **PRE-RELEASED**: The API is available for early testing.
- **PUBLISHED**: The API is available for subscription.
- **DEPRECATED**: The older version is still accessible but not open for new subscriptions.
- **RETIRED**: The API is no longer available.

This lifecycle management helps ensure that consumers are aware of the API's status and can adapt accordingly.

For more detailed information, you can refer to the following documentation:
- [Efficient API versioning](https://wso2.com/choreo/docs/choreo-concepts/deployment-tracks/#efficient-api-versioning)
- [Service versioning in the Choreo Marketplace](https://wso2.com/choreo/docs/choreo-concepts/choreo-marketplace/#service-versioning-in-the-choreo-marketplace)
- [API lifecycle states](https://wso2.com/choreo/docs/api-management/lifecycle-management/#api-lifecycle-states)"
What is an Endpoint in Choreo and what information does it define?,"In Choreo, an **Endpoint** is a network-exposed function that resides within a service or integration component. It serves as a unique entry point for other services, integrations, or applications to interact with that component. A single service or integration can expose multiple endpoints, allowing different methods of communication, such as REST APIs or GraphQL.

### Information Defined by an Endpoint
Endpoints in Choreo include several key attributes that define how they can be consumed:

1. **Name**: A unique identifier for the endpoint within the service component.
2. **Port**: The network port on which the endpoint is accessible.
3. **Type**: The protocol used by the endpoint (e.g., REST, GraphQL, gRPC, WS, UDP, TCP).
4. **Network Visibility**: This determines who can access the endpoint:
   - **Project**: Accessible only within the same project.
   - **Organization**: Accessible by components within the same organization.
   - **Public**: Accessible by any client, regardless of location or organization.
5. **Schema**: Specifies the structure and format of the data exchanged through the endpoint, often defined using OpenAPI specifications or GraphQL schemas.
6. **Context**: For HTTP and GraphQL endpoints, this is a context path added to the endpoint's URL for routing purposes.

### Additional Information
Each endpoint can have a service contract associated with it, such as OpenAPI or GraphQL SDL, which outlines how the endpoint should be used. If no specific contract is provided, Choreo defaults to using a wildcard route for HTTP verbs.

Endpoints are crucial for API management, allowing lifecycle management and security configurations to be handled on a per-endpoint basis.

For further details on configuring endpoints and their attributes, you can refer to the documentation: [Configure Endpoints](https://wso2.com/choreo/docs/develop-components/configure-endpoints-body/)."
What environments are typically offered in Choreo?,"Choreo typically offers developers two default environments within its cloud data plane: **development** and **production**. Each project in Choreo can be associated with one or more of these environments. 

For example, a project may utilize development, staging, and production environments, while another project may only use development and production. This flexibility allows you to promote components across various environments, with the possibility of overriding configuration values with environment-specific values during promotion.

If you are using a private data plane, you can customize and create multiple environments based on your organization's requirements. 

Here’s a summary of environments in Choreo:

- **Default Environments**: Development and Production are provided by default in the cloud data plane.
- **Custom Environments**: If you're in a private data plane organization, you can create additional environments based on your needs.
- **Promotion of Components**: Components can be promoted across environments, allowing for testing in lower environments before moving to production.

For more detailed information, you can refer to the following documentation links:
- [Environments](https://wso2.com/choreo/docs/choreo-concepts/environments/)
- [Manage Environments](https://wso2.com/choreo/docs/devops-and-ci-cd/manage-environments/)"
What is a project in Choreo?,"In Choreo, a **project** is a logical grouping of related components that typically represents a single cloud-native application. The main aspects of a project include:

1. **Composition**: A project can contain one or more components. These components can be organized in a single GitHub repository, allowing for a monorepo architecture where different components reside under different paths.

2. **Deployment**: When components within a project are deployed, they are placed into a single namespace of the Kubernetes cluster. This provides runtime isolation for the components.

3. **Exposure**: Components can be configured to be accessible in different ways:
   - Publicly on the internet
   - Internally within the organization
   - Privately, accessible only within the project

4. **Cell-based Architecture**: A project is represented as a cell in Choreo's cell-based architecture, which helps in managing and scaling applications.

5. **Component Types**: Within a project, components can vary in type, such as microservices, APIs, integrations, web applications, and more. Each component serves a specific function and is designed for different use cases.

Here's an illustrative diagram showing how components are laid out in a project:

![Project](https://wso2.com/choreo/docs/assets/img/choreo-concepts/project.png)

For more detailed information about projects in Choreo, you can refer to the official documentation [here](https://wso2.com/choreo/docs/choreo-concepts/project/)."
How are components deployed to environments?,"To deploy components to environments within Choreo, you need to follow a structured process that involves building your component and then deploying it to the desired environment. Here’s a comprehensive overview of the steps involved in this process:

### 1. Build Your Component
   - **Access Component:** Navigate to the project home page and select your component from the **Component Listing**.
   - **Build:** 
     - Click on the **Build** option in the left navigation.
     - Select **Build Latest**. 
     - Monitor the build progress in the **Build Details** pane. Once the build is complete, the status should change to **Success**.

### 2. Deploy Your Component
   - **Deployment Steps:**
     - In the left navigation menu, click on the **Deploy** option.
     - On the **Set Up** card, click on **Configure & Deploy**.
     - Proceed through the **Environment Configurations** pane by clicking **Next**.
     - Skip configuration in the **File Mount** pane by clicking **Next**.
     - Review the **Endpoint Details** and click on **Deploy**. 
     - The deployment process may take a little time, and once completed, the **Development** environment card will show the status as **Active**.

### 3. Promote to Other Environments (if applicable)
   - **Prerequisites:**
     - Ensure your component is successfully deployed to the development environment.
     - An approval workflow should be configured for promoting components to critical environments (like production).
   - **Request Approval:**
     - From the **Component Listing**, select the component you want to promote.
     - Go to the **Development** card and click **Request to Promote**.
     - Fill out the request details in the **Request Approval** pane and click **Submit**. 
     - This will notify the authorized assignees about your request.

### 4. Monitoring Deployment Status
   - After deployment, you can test, manage, and observe your components through the Choreo UI to ensure they are functioning correctly.

By following these steps, you can successfully deploy components to various environments within Choreo.

For more detailed guidance, you can refer to the following documentation links:
- [Build and Deploy Your First Service](https://wso2.com/choreo/docs/quick-start-guides/deploy-your-first-service/#step-3-build-and-deploy)
- [Request Approval for Environment Promotion](https://wso2.com/choreo/docs/develop-components/submit-and-manage-workflow-approval-requests/#request-approval-for-environment-promotion)"
What is the demo organization in Choreo and how can I join it?,"The demo organization in Choreo is a hands-on environment that provides a read-only view of a fully deployed system. It showcases a real-world use case for managing customer rewards, allowing users to explore various aspects of Choreo's capabilities, including projects, components, build and deployment pipelines, and observability metrics. This demo organization is maintained by Choreo to help users understand how to develop, deploy, and manage cloud-native applications effectively.

### How to Join the Demo Organization
To join the demo organization, follow these steps:

1. In the Choreo Console header, click the **Organization** list to view available organizations.
2. Look for the **Demo Organization** under **Invited Organizations**.
3. Click **Join** next to the Demo Organization to gain access.

Once you have joined, you can explore the sample application and its features in detail.

For further information and insights, you can refer to the documentation [here](https://wso2.com/choreo/docs/choreo-samples/explore-the-demo-organization/#join-the-demo-organization) and [here](https://wso2.com/choreo/docs/choreo-samples/explore-the-demo-organization/#demo-organization-overview)."
What can I explore in the demo organization?,"In the demo organization of Choreo, you can explore a comprehensive, read-only sample application designed for managing customer rewards. This application showcases various capabilities of Choreo and allows you to understand its functionalities better. Here are the key features and sections available for exploration:

1. **Projects and Components**: You can view the sample projects along with their respective components. Each component serves a distinct function within the customer rewards management system.

2. **Component Details and Architecture**: Gain insights into the architecture by exploring how each component is configured, including environment variables, API keys, and other dependencies necessary for their functionality.

3. **Build and Deployment Pipelines**: Inspect the build configurations and deployment history for each component.

4. **Delivery Insights and Usage Metrics**: Analyze metrics and insights related to each component, including observability metrics that help you understand how the components perform.

The demo organization serves as a hands-on view of a fully deployed system, maintained by Choreo, to illustrate a real-world use case and demonstrate how Choreo simplifies the development, deployment, and management of cloud-native applications.

For further details on the architecture and source code, you can visit the [Customer Reward Management System Sample](https://github.com/wso2/choreo-samples/tree/main/customer-reward-management#readme) on GitHub.

For more information, you can refer to the documentation [here](https://wso2.com/choreo/docs/choreo-samples/explore-the-demo-organization/#demo-organization-overview)."
What is the Quick Deploy feature in Choreo?,"The Quick Deploy feature in Choreo allows users to deploy samples with just a single click. This feature is designed to enable quick exploration and experimentation with various samples, helping users to understand how Choreo operates with minimal setup.

### Key Aspects of Quick Deploy:
- **Ease of Use**: Users can quickly deploy a sample without needing to go through extensive configuration steps.
- **Post-deployment Actions**: After deploying a sample, users can perform specific actions based on the component type:
  - For **services**, you can go to the **Test Console** to test the deployed service.
  - For **web applications**, you can open the deployed web application using the provided URL.
  - For **manual tasks and scheduled tasks**, you can navigate to the **Execute** page to run the task or check the cron schedule on the **Overview** page for scheduled tasks.

This feature facilitates a hands-on approach to learning and using Choreo, allowing users to get started quickly.

For more details, you can refer to the [Quick Deploy a Sample documentation](https://wso2.com/choreo/docs/choreo-samples/quick-deploy-a-sample/)."
What are the prerequisites for using Quick Deploy?,"To use the Quick Deploy feature in Choreo, you need to fulfill the following prerequisites:

1. **Create an Organization**:
   - If you're signing in to Choreo for the first time, you need to set up an organization. This involves entering a unique organization name and accepting the privacy policy and terms of use.

2. **Create a Project**:
   - After creating the organization, you need to create a project within that organization. This requires you to provide a display name, a unique name, and a description for the project.

Once you have completed these steps, you will be able to utilize the Quick Deploy feature to easily deploy a sample with just a single click.

For more detailed information, you can refer to the documentation here: [Quick Deploy a Sample - Prerequisites](https://wso2.com/choreo/docs/choreo-samples/quick-deploy-a-sample/#prerequisites)."
What post-deployment actions can I take after using Quick Deploy?,"After using Quick Deploy in Choreo, there are specific post-deployment actions you should follow based on the type of component you have deployed. Here are the recommendations:

1. **For Services**: Navigate to the **Test Console** to test the deployed service. This allows you to ensure that your service is functioning as expected.

2. **For Web Applications**: Open the deployed web application using the provided URL. This will help you verify that the web application is running correctly and is accessible.

3. **For Manual Tasks and Scheduled Tasks**: 
   - Go to the **Execute** page and run the task to check its functionality.
   - For scheduled tasks, you can find the cron schedule on the **Overview** page to ensure that it is set up correctly.

These actions will help you explore and understand how Choreo works with minimal setup after deploying a sample.

For further details, you can refer to the documentation [here](https://wso2.com/choreo/docs/choreo-samples/quick-deploy-a-sample/#post-deployment-actions)."
How can I filter samples in the Choreo samples collection?,"To filter the samples in the Choreo samples collection based on specific criteria or categories, you can follow these steps:

1. **Open Your Project**:
   - Go to the **Project** list in the Choreo Console and select your project to view its **Overview** page.

2. **Access the Samples**:
   - On the project **Overview** page, locate the **Create from a Sample** section. Click on **View All Samples** to see the complete collection.

3. **Apply Filters**:
   - Once you are viewing all samples, you can filter the samples using the following criteria:
     - **Buildpack**: This allows you to filter by the technology used, such as Ballerina, NodeJS, Docker, etc.
     - **Component Type**: Filter by the type of component you are interested in, such as services, web applications, scheduled tasks, etc.
     - **Tags**: Use specific tags like REST, HTTP, or GraphQL to find samples that serve particular functionalities or integrations.

By utilizing these filtering options, you can easily narrow down your search to find the samples that meet your specific needs.

For further details, you can refer to the [Choreo samples collection documentation](https://wso2.com/choreo/docs/choreo-samples/samples-overview/#explore-the-choreo-samples-collection)."
Where can I find the source code for Choreo samples?,"Users can find the source code for Choreo samples in the Choreo samples GitHub repository. Here’s how to access it:

1. **Explore Samples in Choreo Console**: 
   - In the Choreo Console, go to the **Project** list and select your project to open its **Overview** page.
   - Look for the **Create from a Sample** section to see a selection of available samples.
   - Click on **View All Samples** to explore the complete collection. You can filter samples based on criteria such as buildpack, component type, and tags.

2. **Access the GitHub Repository**: 
   - You can directly access the Choreo samples GitHub repository at [Choreo Samples GitHub Repository](https://github.com/wso2/choreo-samples). 
   - Here, you can explore various integration scenarios, and each example comes with a README file that includes setup and execution instructions.

This should help you find and utilize the source code for various Choreo samples effectively. For more details, you can refer to the documentation here: [Explore the Choreo samples collection](https://wso2.com/choreo/docs/choreo-samples/samples-overview/#explore-the-choreo-samples-collection) and [Explore Choreo examples on GitHub](https://wso2.com/choreo/docs/develop-components/work-with-the-micro-integrator-runtime-in-choreo/#explore-choreo-examples-on-github)."
How do I create an application in the Choreo Developer Portal to consume an API Key Secured Service?,"To create an application in the Choreo Developer Portal that can consume an API Key Secured Service, you can follow these steps:

### Steps to Create an Application

1. **Access the Developer Portal**: Make sure you are signed in to the [Choreo Developer Portal](https://devportal.choreo.dev).

2. **Navigate to Applications**:
   - Click on **Applications** in the header.
   - Then click on **+Create**.

3. **Enter Application Details**:
   - Provide a suitable **name** and **description** for your application.
   - Click **Create**. This will create the application and open the **Application Overview** page where you can view various details related to your application.

### Generating an API Key

Once the application is created, you can then generate the API Key:

1. **Select the API**:
   - Click on **APIs** in the Developer Portal header.
   - Select the desired API that requires an API Key for access.

2. **Generate API Key**:
   - In the left navigation menu, select the desired environment under **Credentials**.
   - Click **Generate API Key**.
   - Configure the options:
     - **Key Name**: Enter a descriptive name for the API key.
     - **Application**: Select the application you just created.
     - **Subscription Policy**: Choose an appropriate subscription policy.
   - Click **Generate** to create the API Key.

### Notes:
- If the application you selected is already subscribed to the API, the subscription step will be skipped.
- You can generate API keys for different environments (production and sandbox) based on your requirements.

By following these steps, you will successfully create an application in the Choreo Developer Portal that can consume an API Key Secured Service.

For more detailed information, you can refer to the documentation:
- [Creating an API Key](https://wso2.com/choreo/docs/consuming-services/consuming-a-service-apikey/#creating-an-api-key)
- [Creating an Application](https://wso2.com/choreo/docs/consuming-services/create-an-application/)"
What headers are required to consume an API Key Secured Service?,"To consume an API Key Secured Service in Choreo, you need to include the API Key in the request header. Specifically, you must use the `api-key` header to authenticate your API requests. Here’s how you can do it:

1. **Obtain Your API Key**: First, you need to create an API Key associated with your application in the Choreo Developer Portal. This involves navigating to the APIs section, selecting the desired API, and generating the key as per the defined process.

2. **Include the API Key in Your Request**: When making an API request, include the API Key in the request header like this:

   ```bash
   curl -H ""api-key: <YOUR_API_KEY>"" -X GET ""https://my-sample-api.choreoapis.dev/greet""
   ```

This way, the API will recognize your request as authenticated.

For more detailed steps on creating the API Key and consuming the API, you can refer to the documentation here: [Consume an API Key Secured Service](https://wso2.com/choreo/docs/consuming-services/consuming-a-service-apikey/#consume-an-api)."
What are the different API visibility settings in the Choreo Developer Portal?,"In the Choreo Developer Portal, API visibility settings determine who can view and access the APIs published through the platform. The different API visibility options are as follows:

1. **Public**: The API is visible to everyone who visits the Developer Portal. This setting allows unrestricted access to all users.

2. **Private**: The API is only visible to users who sign in to the Developer Portal. This setting restricts access to authenticated users.

3. **Restricted**: The API is visible only to users who have specific roles assigned. This setting provides fine-grained access control, allowing developers to enforce more stringent access policies.

These visibility settings help developers control the exposure of their APIs based on their intended audience and access requirements.

For further details, you can refer to the [Control API Visibility documentation](https://wso2.com/choreo/docs/api-management/control-api-visibility/)."
What OAuth 2.0 grant types does Choreo support?,"Choreo supports the following OAuth 2.0 grant types:

1. **Authorization Code Grant**: This flow is used for obtaining an access token securely without exposing user credentials. The user authenticates with the authorization server, receives an authorization code, and then exchanges this code for an access token.

2. **Refresh Token Grant**: This grant type allows applications to obtain a new access token using a refresh token when the current access token expires. Refresh tokens enhance security by ensuring user credentials are not repeatedly sent.

3. **Client Credentials Grant**: This flow is utilized when client applications need to access their own resources without user authentication. It is important to keep client credentials secure to prevent unauthorized access.

4. **Implicit Grant**: This grant type allows applications to obtain an access token directly from the authorization server without the intermediate step of obtaining an authorization code. It's primarily used in browser-based applications but is less secure due to the exposure of the access token in the URL.

5. **Password Grant**: This flow permits applications to obtain an access token by directly providing user credentials (username and password) to the authorization server. It is less secure and is only recommended for trusted applications.

For more detailed information, you can refer to the [Manage Applications documentation](https://wso2.com/choreo/docs/consuming-services/manage-application/#grant-types)."
How can I share an application with other members of my organization in the Choreo Developer Portal?,"To share an application with other members of your organization in the Choreo Developer Portal, follow these steps:

1. Navigate to the **Applications** tab in the Choreo Developer Portal.
2. On the **Applications** page, select the application you wish to share by clicking on it.
3. Once on the **Application Overview** page, look for the **Share** button located on the right side and click on it.
4. In the **Share Application** dialog that appears, enter the email addresses of the members you want to share the application with. You need to type an email address and press **Enter** to add it.
5. After inputting the email addresses, click **Confirm**. The application will be shared in read-only mode with the specified members.

To view the members with whom the application is shared, return to the **Application Overview** page and check the email addresses listed in the **Shared with** field.

For more detailed information, you can refer to the [Share Applications documentation](https://wso2.com/choreo/docs/consuming-services/share-applications/)."
What is the purpose of the Bring Your Own Image (BYOI) feature in Choreo?,"The Bring Your Own Image (BYOI) feature in Choreo allows users to deploy and manage prebuilt container images from external container registries as components within the Choreo environment. This functionality is particularly useful for those who have existing container images that they want to utilize without having to create new images from source code within Choreo.

### Key Purposes of the BYOI Feature:

1. **Deployment of Prebuilt Images**: Users can deploy their prebuilt container images from various compatible container registries, such as Google Container Registry, Azure Container Registry, GitHub Container Registry, and Docker Hub.

2. **Component Management**: This feature enables effective management of container images as Choreo components, which can be of types such as Services, Web Applications, Scheduled Tasks, and Manual Tasks.

3. **Integration with CI/CD Pipelines**: While Choreo does not automatically detect new images or tags in the linked container registry, users can integrate their own Continuous Integration (CI) pipelines to trigger deployments manually. This allows for a seamless workflow where image updates in the registry can prompt updates in Choreo through webhooks.

4. **Support on Private Data Planes**: The BYOI feature is currently available only on private data planes (PDPs), ensuring that users have a secure environment for deploying their applications.

For detailed information on how to set up and use the BYOI feature in Choreo, you can refer to the relevant documentation [here](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/)."
What component types support the BYOI feature?,"The BYOI (Bring Your Own Infrastructure) feature in Choreo supports the following component types, but only on private data planes (PDPs):

- **Service**
- **Web Application**
- **Scheduled Task**
- **Manual Task**

This feature enables you to deploy and manage prebuilt container images from external container registries as Choreo components, allowing for more flexibility in how you manage your deployments.

For more detailed information, you can refer to the documentation on [Bring Your Own Image (BYOI)](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/)."
